image,xmin,ymin,xmax,ymax,label,time_stamp,time_in_sec,Time,GPS_Latitude,GPS_Longitude,HD_GT_lat,HD_GT_long,est_dist_x,est_dist_y,est_angle_btwn_boun_box_cam,est_bearing_btwn_cam_obj,lat_x,long_x,lat_y,long_y,est_gps_x_diff_gt_gps,est_gps_y_diff_gt_gps,cam_est_dist_x_diff_marker_dist,cam_est_dist_y_diff_marker_dist,mapped_est_dist_y
1641663587905203305.jpg,1030.7925568573398,639.3887867647059,1134.0041350792558,728.0652573529411,6,1641663587905203305,1641663587,16416635877605944,33.5436164,-84.2834876,33.5436081,-84.2835229,3.6,4.2,5.462232777167683,5.865424819402074,33.54364,-84.283519,33.543646,-84.283518,3.9,4.3,2.4,1.7999999999999998,5
1641663589054914218.jpg,1034.7622329427982,644.6829044117646,1120.7718814610614,720.1240808823529,7,1641663589054914218,1641663589,16416635897614696,33.543620000000004,-84.2834802,33.5436081,-84.2835229,4.3,4.9,4.557679734629248,5.653973233838045,33.543647,-84.283518,33.543652,-84.283518,4.6,5.0,2.7,2.0999999999999996,5
1641663629099268520.jpg,954.0454858718126,104.6829044117647,1042.7015851137148,189.38878676470586,8,1641663629099268520,1641663629,16416636297595342,33.5436227,-84.2834856,33.5436081,-84.2835229,4.2,4.4,4.495793777082952,4.066197205349479,33.543646,-84.28352,33.543648,-84.28352,4.1,4.3,3.8,3.5999999999999996,5
1641663627887264163.jpg,996.3886974500346,234.38878676470588,1058.580289455548,297.91819852941177,9,1641663627887264163,1641663627,16416636277683162,33.5436275,-84.2834714,33.5436081,-84.2835229,6.0,5.8,3.249365850698792,4.016369076196578,33.543662,-84.283518,33.54366,-84.283519,5.8,5.7,3.0,3.2,5
1641663649102710833.jpg,1066.5196416264646,497.7711397058823,1152.5292901447278,565.2711397058823,7,1641663649102710833,1641663649,16416636497631986,33.543619199999995,-84.2834828,33.5436081,-84.2835229,4.3,5.5,4.568671592346656,7.191808013077102,33.543646,-84.283517,33.543657,-84.283515,4.4,5.2,2.7,1.5,5
1641663651500254692.jpg,1120.7718814610614,611.5946691176471,1201.488628532047,685.7123161764706,8,1641663651500254692,1641663651,16416636517644310,33.5436171,-84.2834821,33.5436081,-84.2835229,4.6,5.0,4.202031808780878,9.890459557438096,33.543649,-84.283514,33.543652,-84.283514,4.6,4.9,3.4000000000000004,3.0,5
1641663647945367435.jpg,1010.9441764300483,424.97702205882354,1116.802205375603,514.9770220588235,6,1641663647945367435,1641663647,16416636477561276,33.5436168,-84.2834922,33.5436081,-84.2835229,3.5,4.1,5.6640988197012145,5.061131960859997,33.543639,-84.28352,33.543645,-84.283519,3.6,4.0,2.5,1.9000000000000004,5
1641663652647182627.jpg,1180.317022742936,659.2417279411765,1270.2963473466575,742.6240808823529,7,1641663652647182627,1641663652,16416636527643230,33.5436153,-84.28348340000001,33.5436081,-84.2835229,4.1,4.4,4.545917704825016,13.243022987079563,33.543644,-84.283513,33.543647,-84.283512,4.2,4.4,2.9000000000000004,2.5999999999999996,5
1641663650251647742.jpg,1098.277050310131,552.0358455882352,1173.7008959338389,620.859375,8,1641663650251647742,1641663650,16416636507476388,33.5436185,-84.2834813,33.5436081,-84.2835229,4.9,5.4,3.9741894130382422,8.563854123882692,33.543652,-84.283515,33.543656,-84.283514,4.9,5.2,3.0999999999999996,2.5999999999999996,5
1641663655021139824.jpg,1067.842866988284,680.4181985294117,1186.933149552033,766.4476102941176,6,1641663655021139824,1641663655,16416636557608042,33.543615700000004,-84.2834883,33.5436081,-84.2835229,3.1,4.3,6.200992848535619,8.113437024659063,33.543636,-84.283518,33.543646,-84.283516,3.6,4.2,2.9,1.7000000000000002,5
1641663656203354805.jpg,952.7222605099931,667.1829044117646,1066.5196416264646,759.829963235294,7,1641663656203354805,1641663656,16416636567630394,33.543617399999995,-84.28349,33.5436081,-84.2835229,3.3,4.0,6.054487532366008,3.936868841244558,33.543638,-84.28352,33.543644,-84.28352,3.6,4.1,3.7,3.0,5
1641663653799954608.jpg,1145.9131633356308,688.359375,1263.6802205375604,775.7123161764706,7,1641663653799954608,1641663653,16416636537640918,33.5436143,-84.2834851,33.5436081,-84.2835229,3.1,4.2,5.971018257832199,12.184073974535456,33.543635,-84.283516,33.543645,-84.283513,3.7,4.3,3.9,2.8,5
1641663682061537581.jpg,999.0351481736734,528.2123161764706,1106.2164024810477,615.5652573529412,7,1641663682061537581,1641663682,16416636827594554,33.5436159,-84.283496,33.5436081,-84.2835229,3.5,4.2,5.752314032648367,4.642476201910155,33.543639,-84.28352,33.543646,-84.283519,3.4,4.0,3.5,2.8,5
1641663685601434786.jpg,940.8132322536183,521.5946691176471,1009.6209510682289,586.4476102941177,10,1641663685601434786,1641663685,16416636857595002,33.5436225,-84.28348869999999,33.5436081,-84.2835229,5.4,5.7,3.7190541512431436,4.721048454097767,33.543656,-84.283518,33.543659,-84.283518,4.6,4.9,4.6,4.3,5
1641663684448240470.jpg,969.9241902136458,521.5946691176471,1047.9944865609925,587.7711397058823,9,1641663684448240470,1641663684,16416636847602618,33.5436203,-84.28349109999999,33.5436081,-84.2835229,4.7,5.6,4.213407837113284,3.940651021964385,33.54365,-84.283519,33.543658,-84.283519,4.2,4.9,4.3,3.4000000000000004,5
1641663683288124477.jpg,988.4493452791179,526.8887867647059,1083.7215713301173,603.6534926470588,8,1641663683288124477,1641663683,16416636837642854,33.543618,-84.2834935,33.5436081,-84.2835229,3.9,4.8,5.126298121601516,4.171663617879797,33.543643,-84.28352,33.543651,-84.283519,3.7,4.4,4.1,3.2,5
1641663717132902253.jpg,977.8635423845624,280.7123161764706,1063.8731909028256,358.80055147058823,7,1641663717132902253,1641663717,16416637177606304,33.5436184,-84.28348770000001,33.5436081,-84.2835229,4.3,4.7,4.544942006415886,3.9467673804531507,33.543647,-84.28352,33.54365,-84.283519,4.4,4.6,2.7,2.3,5
1641663729949293045.jpg,1034.7622329427982,497.7711397058823,1124.7415575465197,570.5652573529411,7,1641663729949293045,1641663729,16416637297682540,33.5436169,-84.2834879,33.5436081,-84.2835229,4.1,5.1,4.810734533060839,5.743878510672398,33.543645,-84.283518,33.543654,-84.283517,4.2,4.9,2.9000000000000004,1.9000000000000004,5
1641663731169934343.jpg,1016.2370778773261,481.88878676470586,1107.539627842867,563.9476102941176,6,1641663731169934343,1641663731,16416637317605280,33.5436153,-84.2834903,33.5436081,-84.2835229,4.1,4.5,4.896709155985562,4.982657826123796,33.543645,-84.283519,33.543648,-84.283519,4.2,4.5,1.9000000000000004,1.5,5
1641663732321438661.jpg,1044.0248104755344,469.97702205882354,1141.9434872501724,559.9770220588235,6,1641663732321438661,1641663732,16416637327647102,33.5436134,-84.2834922,33.5436081,-84.2835229,3.8,4.1,5.219493522896983,6.367986901777555,33.543642,-84.283518,33.543645,-84.283518,4.0,4.3,2.2,1.9000000000000004,5
1641663728797419964.jpg,1050.6409372846313,493.80055147058823,1134.0041350792558,566.5946691176471,6,1641663728797419964,1641663728,16416637287642506,33.5436162,-84.2834914,33.5436081,-84.2835229,4.4,5.1,4.445821266475256,6.335905064139407,33.543647,-84.283518,33.543654,-84.283517,4.2,4.8,1.5999999999999996,0.9000000000000004,5
1641663742930911962.jpg,762.1778084079946,514.9770220588235,856.1268090971745,601.0064338235294,6,1641663742930911962,1641663742,16416637427598960,33.5436185,-84.28349539999999,33.5436081,-84.2835229,3.9,4.3,4.963530452760941,345.0744167410752,33.543642,-84.283534,33.543645,-84.283535,4.4,4.7,2.1,1.7000000000000002,5
1641663744082587299.jpg,840.2481047553412,558.6534926470588,930.2274293590627,630.1240808823529,7,1641663744082587299,1641663744,16416637447560030,33.5436219,-84.28348840000001,33.5436081,-84.2835229,4.1,5.2,4.82552308894833,350.2740138708237,33.543644,-84.28353,33.543654,-84.283532,4.6,5.4,2.9000000000000004,1.7999999999999998,5
1641663745230573142.jpg,895.8235699517575,606.3005514705882,968.6009648518263,673.8005514705882,7,1641663745230573142,1641663745,16416637457642532,33.543624300000005,-84.28348439999999,33.5436081,-84.2835229,5.1,5.5,3.910433961938665,353.17477191893437,33.543654,-84.283529,33.543657,-84.28353,5.3,5.6,1.9000000000000004,1.5,5
1641663762706091132.jpg,992.4190213645762,599.6829044117646,1074.4589937973813,673.8005514705882,8,1641663762706091132,1641663762,16416637627602190,33.5436227,-84.2834816,33.5436081,-84.2835229,4.5,5.0,4.398215017108901,4.116536471158098,33.543648,-84.283519,33.543653,-84.283519,4.5,4.8,3.5,3.0,5
1641663763875699652.jpg,1021.5299793246038,614.2417279411765,1115.4789800137837,701.5946691176471,7,1641663763875699652,1641663763,16416637637717100,33.5436201,-84.28348609999999,33.5436081,-84.2835229,3.9,4.2,5.0003916109868385,5.250824661906774,33.543643,-84.283519,33.543646,-84.283519,4.0,4.2,3.1,2.8,5
1641663767337331236.jpg,1004.3280496209511,594.3887867647059,1086.368022053756,667.1829044117646,7,1641663767337331236,1641663767,16416637677602144,33.5436204,-84.2834845,33.5436081,-84.2835229,4.5,5.1,4.394012984644297,4.410739117707756,33.543648,-84.283519,33.543654,-84.283519,4.4,4.9,2.5,1.9000000000000004,5
1641663775481097309.jpg,621.9159200551344,233.06525735294116,693.3700895933839,297.9181985294117,9,1641663775481097309,1641663775,16416637757556818,33.5436385,-84.28348,33.5436081,-84.2835229,5.2,5.7,3.462625281212126,334.2142735300905,33.54365,-84.283547,33.543654,-84.28355,6.3,6.7,3.8,3.3,5
1641663777911690197.jpg,481.6540317022743,319.0946691176471,598.0978635423846,402.47702205882354,7,1641663777911690197,1641663777,16416637777562298,33.5436289,-84.2834926,33.5436081,-84.2835229,3.2,4.4,5.355326255742698,325.9744462071971,33.543632,-84.283542,33.543641,-84.283549,4.6,5.4,3.8,2.5999999999999996,5
1641663776712188501.jpg,545.1688490696072,192.03584558823528,652.3501033769815,274.0946691176471,8,1641663776712188501,1641663776,16416637767605268,33.5436335,-84.28348609999999,33.5436081,-84.2835229,3.5,4.5,5.005699672575162,330.04069946713463,33.543635,-84.283542,33.543643,-84.283547,5.2,5.7,4.5,3.5,5
