timestamp_pseudoHD,timestamp_DD,side_HD_pseudoHD,side_HD_DD,GT_side_pseudoHD_DD,GT_side_HD_DD,GT_side_HD_pseudoHD,HD_GT_lat,HD_GT_long,pseudoHD_GT_lat,pseudoHD_GT_long,DD_GT_lat,DD_GT_long,DD_prev_lat,DD_prev_long,HD_pseudoHD_GT_bearing,HD_DD_GT_bearing,angle_HD,angle_pseudoHD,angle_DD,Note,estimated_bearing_HD_pseudoHD,bearing_of_DD_from_HD_oneside,bearing_of_DD_from_HD_otherside,lat1,long1,lat2,long2,DD_latest_lat,DD_latest_long,HD_DD_est_bearing,dist_DD_GT_latlong_est_latlong,HD_pseudoHD_dist_diffs,HD_DD_dist_diffs,HD_DD_bearing_diffs
4477654,4551585,11.5,11.1,10.1,11.6,11.6,33.918946,-84.27907,33.918993,-84.278969,33.918902,-84.278962,33.918909,-84.278934,60,116,53.05,61.44,65.5,,61,7.950000000000003,114.05,33.919045,-84.279053,33.918905,-84.27896,33.918905,-84.27896,114.05,0.4,0.09999999999999964,0.5,1.9500000000000028
4478223,4552154,11.2,11.2,10.1,11.6,11.6,33.918946,-84.27907,33.918993,-84.278969,33.918902,-84.278962,33.918909,-84.278934,60,116,53.6,63.2,63.2,,61,7.399999999999999,114.6,33.919046,-84.279054,33.918904,-84.27896,33.918904,-84.27896,114.6,0.3,0.40000000000000036,0.40000000000000036,1.4000000000000057
4478791,4552728,11.4,11.1,10.1,11.6,11.6,33.918946,-84.27907,33.918993,-84.278969,33.918902,-84.278962,33.918909,-84.278934,60,116,53.32,61.82,64.86,,61,7.68,114.32,33.919045,-84.279054,33.918905,-84.27896,33.918905,-84.27896,114.32,0.4,0.1999999999999993,0.5,1.6800000000000068
4479363,4553302,11.2,11.0,10.1,11.6,11.6,33.918946,-84.27907,33.918993,-84.278969,33.918902,-84.278962,33.918909,-84.278934,60,116,54.11,61.93,63.95,,61,6.890000000000001,115.11,33.919044,-84.279056,33.918904,-84.278962,33.918904,-84.278962,115.11,0.2,0.40000000000000036,0.5999999999999996,0.8900000000000006
4479934,4553877,11.2,11.0,10.1,11.6,11.6,33.918946,-84.27907,33.918993,-84.278969,33.918902,-84.278962,33.918909,-84.278934,60,116,54.11,61.93,63.95,,61,6.890000000000001,115.11,33.919044,-84.279056,33.918904,-84.278962,33.918904,-84.278962,115.11,0.2,0.40000000000000036,0.5999999999999996,0.8900000000000006
4480505,4554448,11.6,10.8,10.1,11.6,11.6,33.918946,-84.27907,33.918993,-84.278969,33.918902,-84.278962,33.918909,-84.278934,60,116,53.46,59.21,67.33,,61,7.539999999999999,114.46000000000001,33.919042,-84.279055,33.918906,-84.278963,33.918906,-84.278963,114.46000000000001,0.5,0.0,0.7999999999999989,1.539999999999992
4481077,4555013,11.3,10.9,10.1,11.6,11.6,33.918946,-84.27907,33.918993,-84.278969,33.918902,-84.278962,33.918909,-84.278934,60,116,54.09,60.93,64.98,,61,6.909999999999997,115.09,33.919043,-84.279056,33.918904,-84.278963,33.918904,-84.278963,115.09,0.2,0.29999999999999893,0.6999999999999993,0.9099999999999966
4481626,4555588,11.3,11.0,10.1,11.6,11.6,33.918946,-84.27907,33.918993,-84.278969,33.918902,-84.278962,33.918909,-84.278934,60,116,53.84,61.56,64.6,,61,7.159999999999997,114.84,33.919044,-84.279055,33.918904,-84.278962,33.918904,-84.278962,114.84,0.2,0.29999999999999893,0.5999999999999996,1.1599999999999966
4482210,4556162,11.2,11.1,10.1,11.6,11.6,33.918946,-84.27907,33.918993,-84.278969,33.918902,-84.278962,33.918909,-84.278934,60,116,53.86,62.56,63.58,,61,7.140000000000001,114.86,33.919045,-84.279055,33.918904,-84.278961,33.918904,-84.278961,114.86,0.2,0.40000000000000036,0.5,1.1400000000000006
4482783,4556735,10.8,10.9,10.1,11.6,11.6,33.918946,-84.27907,33.918993,-84.278969,33.918902,-84.278962,33.918909,-84.278934,60,116,55.47,62.76,61.76,,61,5.530000000000001,116.47,33.919044,-84.279059,33.918902,-84.278964,33.918902,-84.278964,116.47,0.2,0.7999999999999989,0.6999999999999993,0.46999999999999886
4483359,4557309,11.3,11.0,10.1,11.6,11.6,33.918946,-84.27907,33.918993,-84.278969,33.918902,-84.278962,33.918909,-84.278934,60,116,53.84,61.56,64.6,,61,7.159999999999997,114.84,33.919044,-84.279055,33.918904,-84.278962,33.918904,-84.278962,114.84,0.2,0.29999999999999893,0.5999999999999996,1.1599999999999966
4483931,4557886,11.4,10.9,10.1,11.6,11.6,33.918946,-84.27907,33.918993,-84.278969,33.918902,-84.278962,33.918909,-84.278934,60,116,53.8,60.57,65.63,,61,7.200000000000003,114.8,33.919043,-84.279055,33.918905,-84.278963,33.918905,-84.278963,114.8,0.3,0.1999999999999993,0.6999999999999993,1.2000000000000028
4484505,4558458,11.4,10.9,10.1,11.6,11.6,33.918946,-84.27907,33.918993,-84.278969,33.918902,-84.278962,33.918909,-84.278934,60,116,53.8,60.57,65.63,,61,7.200000000000003,114.8,33.919043,-84.279055,33.918905,-84.278963,33.918905,-84.278963,114.8,0.3,0.1999999999999993,0.6999999999999993,1.2000000000000028
4485053,4559030,11.3,10.8,10.1,11.6,11.6,33.918946,-84.27907,33.918993,-84.278969,33.918902,-84.278962,33.918909,-84.278934,60,116,54.33,60.31,65.36,,61,6.670000000000002,115.33,33.919042,-84.279056,33.918904,-84.278964,33.918904,-84.278964,115.33,0.3,0.29999999999999893,0.7999999999999989,0.6700000000000017
4485622,4559591,11.4,11.0,10.1,11.6,11.6,33.918946,-84.27907,33.918993,-84.278969,33.918902,-84.278962,33.918909,-84.278934,60,116,53.57,61.19,65.24,,61,7.43,114.57,33.919044,-84.279055,33.918905,-84.278962,33.918905,-84.278962,114.57,0.3,0.1999999999999993,0.5999999999999996,1.4300000000000068
4486173,4560161,11.4,10.5,10.1,11.6,11.6,33.918946,-84.27907,33.918993,-84.278969,33.918902,-84.278962,33.918909,-84.278934,60,116,54.74,58.09,67.17,,61,6.259999999999998,115.74000000000001,33.91904,-84.279058,33.918905,-84.278967,33.918905,-84.278967,115.74000000000001,0.6,0.1999999999999993,1.0999999999999996,0.2599999999999909
4486737,4560727,11.3,11.2,10.1,11.6,11.6,33.918946,-84.27907,33.918993,-84.278969,33.918902,-84.278962,33.918909,-84.278934,60,116,53.34,62.82,63.84,,61,7.659999999999997,114.34,33.919046,-84.279054,33.918904,-84.278959,33.918904,-84.278959,114.34,0.4,0.29999999999999893,0.40000000000000036,1.6599999999999966
4487321,4561298,11.4,9.4,10.1,11.6,11.6,33.918946,-84.27907,33.918993,-84.278969,33.918902,-84.278962,33.918909,-84.278934,60,116,57.13,51.42,71.45,,61,3.8699999999999974,118.13,33.91903,-84.279063,33.918906,-84.27898,33.918906,-84.27898,118.13,1.7,0.1999999999999993,2.1999999999999993,2.1299999999999955
4487890,4561869,11.5,11.2,10.1,11.6,11.6,33.918946,-84.27907,33.918993,-84.278969,33.918902,-84.278962,33.918909,-84.278934,60,116,52.82,62.07,65.12,,61,8.18,113.82,33.919046,-84.279053,33.918905,-84.278959,33.918905,-84.278959,113.82,0.4,0.09999999999999964,0.40000000000000036,2.180000000000007
4488458,4562438,11.4,11.1,10.1,11.6,11.6,33.918946,-84.27907,33.918993,-84.278969,33.918902,-84.278962,33.918909,-84.278934,60,116,53.32,61.82,64.86,,61,7.68,114.32,33.919045,-84.279054,33.918905,-84.27896,33.918905,-84.27896,114.32,0.4,0.1999999999999993,0.5,1.6800000000000068
4489018,4563011,11.4,11.1,10.1,11.6,11.6,33.918946,-84.27907,33.918993,-84.278969,33.918902,-84.278962,33.918909,-84.278934,60,116,53.32,61.82,64.86,,61,7.68,114.32,33.919045,-84.279054,33.918905,-84.27896,33.918905,-84.27896,114.32,0.4,0.1999999999999993,0.5,1.6800000000000068
4489590,4563582,11.1,11.0,10.1,11.6,11.6,33.918946,-84.27907,33.918993,-84.278969,33.918902,-84.278962,33.918909,-84.278934,60,116,54.39,62.3,63.31,,61,6.609999999999999,115.39,33.919044,-84.279056,33.918904,-84.278962,33.918904,-84.278962,115.39,0.2,0.5,0.5999999999999996,0.6099999999999994
4490161,4564153,11.3,11.1,10.1,11.6,11.6,33.918946,-84.27907,33.918993,-84.278969,33.918902,-84.278962,33.918909,-84.278934,60,116,53.59,62.19,64.22,,61,7.409999999999997,114.59,33.919045,-84.279054,33.918904,-84.278961,33.918904,-84.278961,114.59,0.2,0.29999999999999893,0.5,1.4099999999999966
4490735,4564716,11.5,11.1,10.1,11.6,11.6,33.918946,-84.27907,33.918993,-84.278969,33.918902,-84.278962,33.918909,-84.278934,60,116,53.05,61.44,65.5,,61,7.950000000000003,114.05,33.919045,-84.279053,33.918905,-84.27896,33.918905,-84.27896,114.05,0.4,0.09999999999999964,0.5,1.9500000000000028
4491302,4565282,11.1,11.0,10.1,11.6,11.6,33.918946,-84.27907,33.918993,-84.278969,33.918902,-84.278962,33.918909,-84.278934,60,116,54.39,62.3,63.31,,61,6.609999999999999,115.39,33.919044,-84.279056,33.918904,-84.278962,33.918904,-84.278962,115.39,0.2,0.5,0.5999999999999996,0.6099999999999994
4491875,4565845,11.5,11.1,10.1,11.6,11.6,33.918946,-84.27907,33.918993,-84.278969,33.918902,-84.278962,33.918909,-84.278934,60,116,53.05,61.44,65.5,,61,7.950000000000003,114.05,33.919045,-84.279053,33.918905,-84.27896,33.918905,-84.27896,114.05,0.4,0.09999999999999964,0.5,1.9500000000000028
